product_desc,category,division,department,qty,true_revenue,total_cost,total_profit,record_count,profit_per_unit,profit_margin_pct,qty_benchmark_median,profit_per_unit_benchmark_median,popularity_index,margin_index,quadrant,recommended_action,profit_contribution_pct,qty_share_pct,revenue_share_pct
MATCHA LATTE MEDIUM,BEVERAGES,HOT BAR SECTION,TAKE AWAY,8126.0,1861095.59,645442.02,1215653.57,32,149.6,65.32,400.5,156.68,20.29,0.95,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.2,0.12,0.22
COLD BREW BOTTLE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,12217.0,1703854.68,520979.71,1182874.97,28,96.82,69.42,400.5,156.68,30.5,0.62,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.2,0.19,0.2
ORIGINAL YOGHURT COMBO X-LARGE,FOOD,FROZEN YOGHURT,TAKE AWAY,3174.6,1697022.02,517755.56,1179266.46,28,371.47,69.49,400.5,156.68,7.93,2.37,star,"Keep quality high, feature prominently, and bundle for upsell.",0.2,0.05,0.2
ICED SPANISH LATTE MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,4928.0,1445669.0,274646.81,1171022.19,3,237.63,81.0,400.5,156.68,12.3,1.52,star,"Keep quality high, feature prominently, and bundle for upsell.",0.2,0.08,0.17
CHOCOLATE SALTED CAKE,FOOD,FRENCH PASTRY,TAKE AWAY,6450.0,2090695.22,923640.0,1167055.22,31,180.94,55.82,400.5,156.68,16.1,1.15,star,"Keep quality high, feature prominently, and bundle for upsell.",0.2,0.1,0.25
ICED CARAMEL MACCHIATO LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,4681.0,1427626.61,273095.66,1154530.95,29,246.64,80.87,400.5,156.68,11.69,1.57,star,"Keep quality high, feature prominently, and bundle for upsell.",0.19,0.07,0.17
CLASSIC HOT CHOC SMALL,BEVERAGES,HOT BAR SECTION,TAKE AWAY,6648.8,1485148.85,332051.43,1153097.42,31,173.43,77.64,400.5,156.68,16.6,1.11,star,"Keep quality high, feature prominently, and bundle for upsell.",0.19,0.1,0.18
ECLAIR CHOCOLAT,FOOD,FRENCH PASTRY,TAKE AWAY,9102.0,2345264.42,1194789.2,1150475.22,31,126.4,49.06,400.5,156.68,22.73,0.81,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.19,0.14,0.28
CLASSIC HOT CHOC MEDIUM,BEVERAGES,HOT BAR SECTION,TAKE AWAY,5635.0,1497543.4,365423.54,1132119.86,31,200.91,75.6,400.5,156.68,14.07,1.28,star,"Keep quality high, feature prominently, and bundle for upsell.",0.19,0.09,0.18
WHITE MOCHA FRAPP MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,5874.0,1508136.91,379527.28,1128609.63,26,192.14,74.83,400.5,156.68,14.67,1.23,star,"Keep quality high, feature prominently, and bundle for upsell.",0.19,0.09,0.18
HOT DOUBLE SHOT MEDIUM,BEVERAGES,HOT BAR SECTION,TAKE AWAY,5793.0,1555092.95,430688.61,1124404.34,31,194.1,72.3,400.5,156.68,14.46,1.24,star,"Keep quality high, feature prominently, and bundle for upsell.",0.19,0.09,0.19
TIRAMISU CUP,FOOD,GRAB&GO FOOD,TAKE AWAY,5164.0,1967571.3,847326.32,1120244.98,25,216.93,56.94,400.5,156.68,12.89,1.38,star,"Keep quality high, feature prominently, and bundle for upsell.",0.19,0.08,0.23
MATCHA CREAM FRAPP MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,5905.0,1522458.3,404784.13,1117674.17,26,189.28,73.41,400.5,156.68,14.74,1.21,star,"Keep quality high, feature prominently, and bundle for upsell.",0.19,0.09,0.18
ECLAIR ORIGINAL,FOOD,FRENCH PASTRY,TAKE AWAY,8900.0,2284951.07,1168273.31,1116677.76,33,125.47,48.87,400.5,156.68,22.22,0.8,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.19,0.14,0.27
ICED MOCHA SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,6206.0,1318035.39,201870.15,1116165.24,29,179.85,84.68,400.5,156.68,15.5,1.15,star,"Keep quality high, feature prominently, and bundle for upsell.",0.19,0.09,0.16
CARROT CAKE,FOOD,COFFEE PASTRY,TAKE AWAY,6045.0,1712245.96,598737.09,1113508.87,29,184.2,65.03,400.5,156.68,15.09,1.18,star,"Keep quality high, feature prominently, and bundle for upsell.",0.19,0.09,0.2
MACARONS,FOOD,FRENCH PASTRY,TAKE AWAY,8779.0,2376329.75,1287272.09,1089057.66,30,124.05,45.83,400.5,156.68,21.92,0.79,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.18,0.13,0.28
MANGO YOGHURT COMBO SMALL,FOOD,MEDIUM,TAKE AWAY,4081.85,1317131.17,265511.32,1051619.85,2,257.63,79.84,400.5,156.68,10.19,1.64,star,"Keep quality high, feature prominently, and bundle for upsell.",0.18,0.06,0.16
TOFFEE NUT LATTE MEDIUM,BEVERAGES,HOT BAR SECTION,TAKE AWAY,5576.0,1505289.1,455340.49,1049948.61,28,188.3,69.75,400.5,156.68,13.92,1.2,star,"Keep quality high, feature prominently, and bundle for upsell.",0.18,0.09,0.18
CHOCOLATE SABLE,FOOD,COFFEE PASTRY,TAKE AWAY,8726.0,2087195.81,1041302.65,1045893.16,34,119.86,50.11,400.5,156.68,21.79,0.76,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.17,0.13,0.25
LOTUS SPREAD YOGHURT COMBO SMALL,FOOD,FROZEN YOGHURT,TAKE AWAY,3816.7,1239050.69,202639.18,1036411.51,16,271.55,83.65,400.5,156.68,9.53,1.73,star,"Keep quality high, feature prominently, and bundle for upsell.",0.17,0.06,0.15
COFFEE FRAPPE MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,6269.0,1393291.12,364651.33,1028639.79,28,164.08,73.83,400.5,156.68,15.65,1.05,star,"Keep quality high, feature prominently, and bundle for upsell.",0.17,0.1,0.17
NY STYLE COOKIE - DOUBLE CHOCOLATE,FOOD,COOKIES,TAKE AWAY,4659.0,1445139.63,416980.5,1028159.13,31,220.68,71.15,400.5,156.68,11.63,1.41,star,"Keep quality high, feature prominently, and bundle for upsell.",0.17,0.07,0.17
ADD CARAMEL MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,42220.5,1346941.76,329889.53,1017052.23,33,24.09,75.51,400.5,156.68,105.42,0.15,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.17,0.65,0.16
BLACK COFFEE LARGE,BEVERAGES,HOT BAR SECTION,TAKE AWAY,6393.0,1498964.42,498438.69,1000525.73,29,156.5,66.75,400.5,156.68,15.96,1.0,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.17,0.1,0.18
RIM SPARKLING WATER-250 ML,BEVERAGES,GRAB&GO BEVERAGES,TAKE AWAY,21415.0,1435784.17,450873.96,984910.21,30,45.99,68.6,400.5,156.68,53.47,0.29,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.16,0.33,0.17
BLUEBERRY CHEESE CAKE,FOOD,COFFEE PASTRY,TAKE AWAY,7921.0,2931108.99,1951919.22,979189.77,31,123.62,33.41,400.5,156.68,19.78,0.79,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.16,0.12,0.35
ICED CLASSIC CHOC MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,4412.0,1176678.21,200830.09,975848.12,28,221.18,82.93,400.5,156.68,11.02,1.41,star,"Keep quality high, feature prominently, and bundle for upsell.",0.16,0.07,0.14
WATER,BEVERAGES,250 ML,TABLE,28863.0,1099471.15,132291.17,967179.98,2,33.51,87.97,400.5,156.68,72.07,0.21,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.16,0.44,0.13
ENGLISH BREAKFAST TEA MEDIUM,BEVERAGES,HOT BAR SECTION,TAKE AWAY,8509.0,1275876.84,315158.15,960718.69,32,112.91,75.3,400.5,156.68,21.25,0.72,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.16,0.13,0.15
BLUEBERRY YOGHURT COMBO X-LARGE,FOOD,FROZEN YOGHURT,TAKE AWAY,2417.65,1286451.92,332330.03,954121.89,30,394.65,74.17,400.5,156.68,6.04,2.52,star,"Keep quality high, feature prominently, and bundle for upsell.",0.16,0.04,0.15
BROWN LABNEH SUB,FOOD,SANDWICHES,TAKE AWAY,4845.5,1379103.8,462526.56,916577.24,26,189.16,66.46,400.5,156.68,12.1,1.21,star,"Keep quality high, feature prominently, and bundle for upsell.",0.15,0.07,0.16
TUNA PASTA SALAD (GRAB&GO),FOOD,GRAB&GO FOOD,TAKE AWAY,3261.0,1532992.31,620495.47,912496.84,20,279.82,59.52,400.5,156.68,8.14,1.79,star,"Keep quality high, feature prominently, and bundle for upsell.",0.15,0.05,0.18
ORIGINAL YOGHURT COMBO SMALL,FOOD,MEDIUM,TAKE AWAY,3535.1,1174931.86,270817.35,904114.51,2,255.75,76.95,400.5,156.68,8.83,1.63,star,"Keep quality high, feature prominently, and bundle for upsell.",0.15,0.05,0.14
MOCHA FRAPP LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,4190.0,1210305.74,315533.79,894771.95,27,213.55,73.93,400.5,156.68,10.46,1.36,star,"Keep quality high, feature prominently, and bundle for upsell.",0.15,0.06,0.14
CAPPUCCINO LARGE,BEVERAGES,HOT BAR SECTION,TAKE AWAY,4340.0,1176297.31,289445.08,886852.23,33,204.34,75.39,400.5,156.68,10.84,1.3,star,"Keep quality high, feature prominently, and bundle for upsell.",0.15,0.07,0.14
CHICKEN TERIAKI SUB,FOOD,SANDWICHES,TAKE AWAY,4544.0,1569202.84,691150.52,878052.32,24,193.23,55.96,400.5,156.68,11.35,1.23,star,"Keep quality high, feature prominently, and bundle for upsell.",0.15,0.07,0.19
ICED AMERICANO LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,3996.0,1070084.55,196459.65,873624.9,29,218.62,81.64,400.5,156.68,9.98,1.4,star,"Keep quality high, feature prominently, and bundle for upsell.",0.15,0.06,0.13
SALTED CARAMEL FRAPPE MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,4771.0,1331465.89,459119.71,872346.18,25,182.84,65.52,400.5,156.68,11.91,1.17,star,"Keep quality high, feature prominently, and bundle for upsell.",0.15,0.07,0.16
LOTUS CHEESE CAKE,FOOD,COFFEE PASTRY,TAKE AWAY,6649.0,2471994.04,1603234.74,868759.3,30,130.66,35.14,400.5,156.68,16.6,0.83,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.15,0.1,0.29
ADD VANILLA SF MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,39289.5,1249427.95,386805.16,862622.79,33,21.96,69.04,400.5,156.68,98.1,0.14,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.14,0.6,0.15
AMERICANO LARGE,BEVERAGES,HOT BAR SECTION,TAKE AWAY,4357.0,1092211.36,244779.3,847432.06,31,194.5,77.59,400.5,156.68,10.88,1.24,star,"Keep quality high, feature prominently, and bundle for upsell.",0.14,0.07,0.13
HOT DOUBLE SHOT SMALL,BEVERAGES,HOT BAR SECTION,TAKE AWAY,7328.0,1238633.63,395454.94,843178.69,31,115.06,68.07,400.5,156.68,18.3,0.73,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.14,0.11,0.15
BROWN CHICKEN TERIAKI SUB,FOOD,SANDWICHES,TAKE AWAY,4104.0,1541349.88,698666.81,842683.07,23,205.33,54.67,400.5,156.68,10.25,1.31,star,"Keep quality high, feature prominently, and bundle for upsell.",0.14,0.06,0.18
ADD VANILLA MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,34372.5,1093362.81,268569.25,824793.56,32,24.0,75.44,400.5,156.68,85.82,0.15,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.14,0.53,0.13
ICED MATCHA LATTE MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,4800.0,1132211.96,309778.16,822433.8,3,171.34,72.64,400.5,156.68,11.99,1.09,star,"Keep quality high, feature prominently, and bundle for upsell.",0.14,0.07,0.13
GOLDEN CHAMOMILE HERBAL TEA MEDIUM,BEVERAGES,HOT BAR SECTION,TAKE AWAY,6865.0,1074378.46,254267.32,820111.14,30,119.46,76.33,400.5,156.68,17.14,0.76,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.14,0.1,0.13
SOUTHERN MINT HERBAL TEA MEDIUM,BEVERAGES,HOT BAR SECTION,TAKE AWAY,6714.0,1067639.48,251210.84,816428.64,28,121.6,76.47,400.5,156.68,16.76,0.78,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.14,0.1,0.13
VANILLA CREAM FRAPP SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,4725.0,1021833.74,206412.58,815421.16,27,172.58,79.8,400.5,156.68,11.8,1.1,star,"Keep quality high, feature prominently, and bundle for upsell.",0.14,0.07,0.12
SAN BENEDETTO LEMON 330ML/24,BEVERAGES,GRAB&GO BEVERAGES,TAKE AWAY,6412.0,1089175.29,275933.95,813241.34,26,126.83,74.67,400.5,156.68,16.01,0.81,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.14,0.1,0.13
EARL GREY LAVENDER TEA MEDIUM,BEVERAGES,HOT BAR SECTION,TAKE AWAY,6566.0,1041165.57,243192.9,797972.67,31,121.53,76.64,400.5,156.68,16.39,0.78,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.13,0.1,0.12
MATCHA LATTE SMALL,BEVERAGES,HOT BAR SECTION,TAKE AWAY,6264.0,1182802.0,393156.6,789645.4,31,126.06,66.76,400.5,156.68,15.64,0.8,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.13,0.1,0.14
OREO CREAM YOGHURT COMBO SMALL,FOOD,FROZEN YOGHURT,TAKE AWAY,3221.6,1030784.98,245175.93,785609.05,12,243.86,76.21,400.5,156.68,8.04,1.56,star,"Keep quality high, feature prominently, and bundle for upsell.",0.13,0.05,0.12
STRAWBERRY CREAM FRAPP LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,3692.0,1046723.27,272190.07,774533.2,26,209.79,74.0,400.5,156.68,9.22,1.34,star,"Keep quality high, feature prominently, and bundle for upsell.",0.13,0.06,0.12
VANILLA FRAPP MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,3995.0,1023802.6,263593.61,760208.99,26,190.29,74.25,400.5,156.68,9.98,1.21,star,"Keep quality high, feature prominently, and bundle for upsell.",0.13,0.06,0.12
APRICOT SABLE,FOOD,COFFEE PASTRY,TAKE AWAY,5035.0,1204766.08,450632.5,754133.58,26,149.78,62.6,400.5,156.68,12.57,0.96,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.13,0.08,0.14
SALTED CARAMEL LATTE MEDIUM,BEVERAGES,HOT BAR SECTION,TAKE AWAY,3759.0,1021772.62,281581.42,740191.2,29,196.91,72.44,400.5,156.68,9.39,1.26,star,"Keep quality high, feature prominently, and bundle for upsell.",0.12,0.06,0.12
PISTACHIO YOGHURT COMBO SMALL,FOOD,FROZEN YOGHURT,TABLE,4756.7,1887835.14,1164719.34,723115.8,20,152.02,38.3,400.5,156.68,11.88,0.97,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.12,0.07,0.22
PISTACHIO CRUNCH,FOOD,FROZEN YOGHURT,TAKE AWAY,26681.5,2734123.56,2016116.69,718006.87,28,26.91,26.26,400.5,156.68,66.62,0.17,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.12,0.41,0.33
FREEZE DROPS STRAWBERRY,FOOD,GRAB&GO FOOD,TAKE AWAY,11033.0,2210998.28,1500929.32,710068.96,30,64.36,32.12,400.5,156.68,27.55,0.41,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.12,0.17,0.26
TOFFEE NUT LATTE SMALL,BEVERAGES,HOT BAR SECTION,TAKE AWAY,4117.0,958440.88,248894.71,709546.17,28,172.35,74.03,400.5,156.68,10.28,1.1,star,"Keep quality high, feature prominently, and bundle for upsell.",0.12,0.06,0.11
CARAMEL FRAPP MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,3626.0,964026.43,257501.3,706525.13,1,194.85,73.29,400.5,156.68,9.05,1.24,star,"Keep quality high, feature prominently, and bundle for upsell.",0.12,0.06,0.11
ICED LATTE SMALL,BEVERAGES,MEDIUM,TAKE AWAY,4001.0,800099.46,98624.13,701475.33,3,175.33,87.67,400.5,156.68,9.99,1.12,star,"Keep quality high, feature prominently, and bundle for upsell.",0.12,0.06,0.1
FRAMBOISE CHEESE CAKE,FOOD,COFFEE PASTRY,TAKE AWAY,5446.0,2015130.0,1320900.04,694229.96,31,127.48,34.45,400.5,156.68,13.6,0.81,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.12,0.08,0.24
SINGLE LONGO,BEVERAGES,HOT BAR SECTION,TAKE AWAY,4369.0,772061.95,81790.14,690271.81,28,157.99,89.41,400.5,156.68,10.91,1.01,star,"Keep quality high, feature prominently, and bundle for upsell.",0.12,0.07,0.09
REPLACE COCONUT MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,13095.5,1273485.88,588250.51,685235.37,28,52.33,53.81,400.5,156.68,32.7,0.33,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.11,0.2,0.15
STRAWBERRY CREAM FRAPP MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,3388.0,922439.82,241982.59,680457.23,3,200.84,73.77,400.5,156.68,8.46,1.28,star,"Keep quality high, feature prominently, and bundle for upsell.",0.11,0.05,0.11
RED CINNAMON ROLL,FOOD,CINNAMON ROLLS,TAKE AWAY,2430.0,813484.38,134499.6,678984.78,30,279.42,83.47,400.5,156.68,6.07,1.78,star,"Keep quality high, feature prominently, and bundle for upsell.",0.11,0.04,0.1
LOTUS ROLL,FOOD,CINNAMON ROLLS,TAKE AWAY,2212.0,804700.9,135044.74,669656.16,23,302.74,83.22,400.5,156.68,5.52,1.93,star,"Keep quality high, feature prominently, and bundle for upsell.",0.11,0.03,0.1
REPLACE ALMOND SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,10523.0,986232.34,327016.84,659215.5,28,62.65,66.84,400.5,156.68,26.27,0.4,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.11,0.16,0.12
SAN BENEDETTO GLASS 250ML/24,BEVERAGES,GRAB&GO BEVERAGES,TAKE AWAY,6795.0,934885.04,277043.23,657841.81,27,96.81,70.37,400.5,156.68,16.97,0.62,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.11,0.1,0.11
REPLACE 2 SHOT YIRGACHEFFE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,10819.0,696817.49,40668.64,656148.85,28,60.65,94.16,400.5,156.68,27.01,0.39,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.11,0.17,0.08
CHOCOLATE CREAM FRAPP LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,3042.0,860152.81,216388.1,643764.71,28,211.63,74.84,400.5,156.68,7.6,1.35,star,"Keep quality high, feature prominently, and bundle for upsell.",0.11,0.05,0.1
DOUBLE LONGO,BEVERAGES,HOT BAR SECTION,TAKE AWAY,4084.0,751834.89,115342.03,636492.86,28,155.85,84.66,400.5,156.68,10.2,0.99,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.11,0.06,0.09
LEMON JUICE,BEVERAGES,GRAB&GO BEVERAGES,TAKE AWAY,6689.0,1129621.36,496094.18,633527.18,32,94.71,56.08,400.5,156.68,16.7,0.6,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.11,0.1,0.13
ASIAN SALAD (GRAB&GO),FOOD,GRAB&GO FOOD,TAKE AWAY,2004.0,891047.86,260011.68,631036.18,20,314.89,70.82,400.5,156.68,5.0,2.01,star,"Keep quality high, feature prominently, and bundle for upsell.",0.11,0.03,0.11
MEDIUM CHIPS,FOOD,GRAB&GO FOOD,TAKE AWAY,11690.0,744588.41,128340.62,616247.79,30,52.72,82.76,400.5,156.68,29.19,0.34,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.1,0.18,0.09
PINEAPPLE CUP,FOOD,GRAB&GO FOOD,TAKE AWAY,5195.0,1888549.74,1277069.55,611480.19,20,117.71,32.38,400.5,156.68,12.97,0.75,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.1,0.08,0.22
CHOCOLATE YOGHURT COMBO X-LARGE,FOOD,FROZEN YOGHURT,TAKE AWAY,1463.3,781090.01,178675.19,602414.82,28,411.68,77.12,400.5,156.68,3.65,2.63,star,"Keep quality high, feature prominently, and bundle for upsell.",0.1,0.02,0.09
ORIGINAL YOGHURT SMALL,FOOD,FROZEN YOGHURT,TAKE AWAY,2566.8,783573.54,196637.69,586935.85,27,228.66,74.91,400.5,156.68,6.41,1.46,star,"Keep quality high, feature prominently, and bundle for upsell.",0.1,0.04,0.09
ADD VANILLA SF SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,23491.5,736518.09,154182.53,582335.56,32,24.79,79.07,400.5,156.68,58.66,0.16,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.1,0.36,0.09
ESPRESSO FRAPP SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,4179.0,772357.66,191374.49,580983.17,29,139.02,75.22,400.5,156.68,10.43,0.89,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.1,0.06,0.09
ICED CARAMEL MACCHIATO MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,2612.0,709779.22,132562.32,577216.9,3,220.99,81.32,400.5,156.68,6.52,1.41,star,"Keep quality high, feature prominently, and bundle for upsell.",0.1,0.04,0.08
CARAMEL MACCHIATO LARGE,BEVERAGES,HOT BAR SECTION,TAKE AWAY,2582.0,786618.12,210326.35,576291.77,31,223.2,73.26,400.5,156.68,6.45,1.42,star,"Keep quality high, feature prominently, and bundle for upsell.",0.1,0.04,0.09
ICED PEACH TEA LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,2699.0,741553.51,165333.12,576220.39,26,213.49,77.7,400.5,156.68,6.74,1.36,star,"Keep quality high, feature prominently, and bundle for upsell.",0.1,0.04,0.09
ORIGINAL YOGHURT COMBO SMALL,FOOD,SMALL,Toters,2012.5,716184.85,154173.83,562011.02,1,279.26,78.47,400.5,156.68,5.02,1.78,star,"Keep quality high, feature prominently, and bundle for upsell.",0.09,0.03,0.09
ICED CLASSIC CHOC SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,3092.0,681735.4,119727.56,562007.84,28,181.76,82.44,400.5,156.68,7.72,1.16,star,"Keep quality high, feature prominently, and bundle for upsell.",0.09,0.05,0.08
CARAMEL CREAM FRAPP LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,2280.0,708281.17,146302.39,561978.78,30,246.48,79.34,400.5,156.68,5.69,1.57,star,"Keep quality high, feature prominently, and bundle for upsell.",0.09,0.03,0.08
ADD WHITE MOCHA MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,21787.0,696138.8,140395.4,555743.4,31,25.51,79.83,400.5,156.68,54.4,0.16,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.09,0.33,0.08
ECLAIR CARAMEL,FOOD,FRENCH PASTRY,TAKE AWAY,4487.0,1143204.18,588993.55,554210.63,26,123.51,48.48,400.5,156.68,11.2,0.79,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.09,0.07,0.14
MAWARDI JUICE,BEVERAGES,GRAB&GO BEVERAGES,TAKE AWAY,5338.0,900118.99,349453.95,550665.04,31,103.16,61.18,400.5,156.68,13.33,0.66,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.09,0.08,0.11
DOUBLE SHOT SHAKEN LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,2732.0,738375.6,200073.01,538302.59,28,197.04,72.9,400.5,156.68,6.82,1.26,star,"Keep quality high, feature prominently, and bundle for upsell.",0.09,0.04,0.09
QUINOA SALAD (GRAB&GO),FOOD,GRAB&GO FOOD,TAKE AWAY,1930.0,907228.31,371017.54,536210.77,21,277.83,59.1,400.5,156.68,4.82,1.77,star,"Keep quality high, feature prominently, and bundle for upsell.",0.09,0.03,0.11
ADD CARAMEL SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,21937.0,642485.18,114269.73,528215.45,32,24.08,82.21,400.5,156.68,54.77,0.15,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.09,0.34,0.08
ICED PEACH TEA SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,10680.0,897754.2,378333.22,519420.98,28,48.63,57.86,400.5,156.68,26.67,0.31,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.09,0.16,0.11
STRAWBERRY CREAM FRAPP SMALL,BEVERAGES,MEDIUM,TAKE AWAY,2999.0,678094.36,160596.13,517498.23,3,172.56,76.32,400.5,156.68,7.49,1.1,star,"Keep quality high, feature prominently, and bundle for upsell.",0.09,0.05,0.08
SALTED CARAMEL LATTE SMALL,BEVERAGES,HOT BAR SECTION,TAKE AWAY,3107.0,676426.72,161128.33,515298.39,29,165.85,76.18,400.5,156.68,7.76,1.06,star,"Keep quality high, feature prominently, and bundle for upsell.",0.09,0.05,0.08
