branch,product_desc,category,division,department,qty,true_revenue,total_cost,total_profit,record_count,profit_per_unit,profit_margin_pct,branch_qty_benchmark_median,branch_ppu_benchmark_median,branch_popularity_index,branch_margin_index,branch_quadrant,branch_recommended_action,branch_profit_contribution_pct
Stories - Bir Hasan,WHITE MOCHA FRAPP SMALL,BEVERAGES,COLD BAR SECTION,Toters,268.0,61754.51,13963.9,47790.61,2,178.32,77.39,115.0,154.84,2.33,1.15,star,"Keep quality high, feature prominently, and bundle for upsell.",0.21
Stories - Bir Hasan,SALTED CARAMEL LATTE MEDIUM,BEVERAGES,HOT BAR SECTION,Toters,221.0,62348.23,16554.8,45793.43,2,207.21,73.45,115.0,154.84,1.92,1.34,star,"Keep quality high, feature prominently, and bundle for upsell.",0.21
Stories - Bir Hasan,RED CINNAMON ROLL,FOOD,CINNAMON ROLLS,Toters,153.0,53253.15,8468.49,44784.66,2,292.71,84.1,115.0,154.84,1.33,1.89,star,"Keep quality high, feature prominently, and bundle for upsell.",0.2
Stories - Bir Hasan,BROWN CHICKEN CAESAR SANDWICH,FOOD,SANDWICHES,Toters,148.0,72143.7,27448.51,44695.19,2,301.99,61.95,115.0,154.84,1.29,1.95,star,"Keep quality high, feature prominently, and bundle for upsell.",0.2
Stories - Bir Hasan,ORANGE JUICE,BEVERAGES,GRAB&GO BEVERAGES,Toters,428.0,72347.0,28019.16,44327.84,2,103.57,61.27,115.0,154.84,3.72,0.67,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.2
Stories - Bir Hasan,MANGO YOGHURT SMALL,FOOD,MEDIUM,TAKE AWAY,175.0,55601.3,11383.19,44218.11,1,252.67,79.53,115.0,154.84,1.52,1.63,star,"Keep quality high, feature prominently, and bundle for upsell.",0.2
Stories - Bir Hasan,ICED MOCHA SMALL,BEVERAGES,COLD BAR SECTION,Toters,338.0,54684.69,10994.55,43690.14,2,129.26,79.89,115.0,154.84,2.94,0.83,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.2
Stories - Bir Hasan,BLACK COFFEE MEDIUM,BEVERAGES,HOT BAR SECTION,Toters,307.0,62723.78,19833.31,42890.47,2,139.71,68.38,115.0,154.84,2.67,0.9,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.19
Stories - Bir Hasan,MANGO YOGHURT COMBO X-LARGE,FOOD,FROZEN YOGHURT,Toters,100.6,56632.73,13925.96,42706.77,1,424.52,75.41,115.0,154.84,0.87,2.74,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.19
Stories - Bir Hasan,NY STYLE COOKIE - DOUBLE CHOCOLATE,FOOD,COOKIES,Toters,182.0,58368.46,16289.0,42079.46,2,231.21,72.09,115.0,154.84,1.58,1.49,star,"Keep quality high, feature prominently, and bundle for upsell.",0.19
Stories - Bir Hasan,FONDANT AU CHOCOLAT,FOOD,FRENCH PASTRY,Toters,284.0,100867.57,59308.67,41558.9,2,146.33,41.2,115.0,154.84,2.47,0.95,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.19
Stories - Bir Hasan,CAPPUCCINO LARGE,BEVERAGES,HOT BAR SECTION,Toters,193.0,54282.16,12871.63,41410.53,2,214.56,76.29,115.0,154.84,1.68,1.39,star,"Keep quality high, feature prominently, and bundle for upsell.",0.19
Stories - Bir Hasan,COLD BREW BOTTLE,BEVERAGES,COLD BAR SECTION,Toters,436.0,59258.27,18592.72,40665.55,2,93.27,68.62,115.0,154.84,3.79,0.6,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.18
Stories - Bir Hasan,DOUBLE SHOT SHAKEN LARGE,BEVERAGES,COLD BAR SECTION,Toters,193.0,54185.34,14134.0,40051.34,2,207.52,73.92,115.0,154.84,1.68,1.34,star,"Keep quality high, feature prominently, and bundle for upsell.",0.18
Stories - Bir Hasan,COFFEE FRAPPE MEDIUM,BEVERAGES,COLD BAR SECTION,Toters,229.0,53259.06,13320.33,39938.73,2,174.4,74.99,115.0,154.84,1.99,1.13,star,"Keep quality high, feature prominently, and bundle for upsell.",0.18
Stories - Bir Hasan,ASIAN SALAD (GRAB&GO),FOOD,GRAB&GO FOOD,Toters,121.0,55167.99,15699.31,39468.68,2,326.19,71.54,115.0,154.84,1.05,2.11,star,"Keep quality high, feature prominently, and bundle for upsell.",0.18
Stories - Bir Hasan,WHITE MOCHA FRAPP LARGE,BEVERAGES,COLD BAR SECTION,Toters,165.0,50469.37,11040.52,39428.85,2,238.96,78.12,115.0,154.84,1.43,1.54,star,"Keep quality high, feature prominently, and bundle for upsell.",0.18
Stories - Bir Hasan,MATCHA LATTE SMALL,BEVERAGES,HOT BAR SECTION,Toters,299.0,58144.39,18766.58,39377.81,2,131.7,67.72,115.0,154.84,2.6,0.85,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.18
Stories - Bir Hasan,CHOCOLATE YOGHURT COMBO MEDIUM,FOOD,FROZEN YOGHURT,Toters,111.5,47414.42,8392.95,39021.47,1,349.97,82.3,115.0,154.84,0.97,2.26,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.18
Stories - Bir Hasan,CARROT CAKE,FOOD,COFFEE PASTRY,Toters,203.0,59086.22,20106.47,38979.75,2,192.02,65.97,115.0,154.84,1.77,1.24,star,"Keep quality high, feature prominently, and bundle for upsell.",0.18
Stories - Bir Hasan,ORIGINAL YOGHURT COMBO X-LARGE,FOOD,FROZEN YOGHURT,Toters,95.0,53888.77,15493.85,38394.92,1,404.16,71.25,115.0,154.84,0.83,2.61,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.17
Stories - Bir Hasan,LOTUS SPREAD YOGHURT COMBO SMALL,FOOD,FROZEN YOGHURT,Toters,131.0,44744.74,6955.15,37789.59,1,288.47,84.46,115.0,154.84,1.14,1.86,star,"Keep quality high, feature prominently, and bundle for upsell.",0.17
Stories - Bir Hasan,COFFEE FRAPP LARGE,BEVERAGES,COLD BAR SECTION,Toters,181.0,48653.69,10944.75,37708.94,2,208.34,77.5,115.0,154.84,1.57,1.35,star,"Keep quality high, feature prominently, and bundle for upsell.",0.17
Stories - Bir Hasan,QUINOA SALAD (GRAB&GO),FOOD,CREAM,TAKE AWAY,136.0,63587.69,26144.24,37443.45,1,275.32,58.88,115.0,154.84,1.18,1.78,star,"Keep quality high, feature prominently, and bundle for upsell.",0.17
Stories - Bir Hasan,ECLAIR ORIGINAL,FOOD,FRENCH PASTRY,Toters,299.0,76690.9,39248.73,37442.17,2,125.22,48.82,115.0,154.84,2.6,0.81,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.17
Stories - Bir Hasan,ADD VANILLA SF MEDIUM,BEVERAGES,COLD BAR SECTION,Toters,1624.0,53374.41,15988.28,37386.13,2,23.02,70.05,115.0,154.84,14.12,0.15,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.17
Stories - Bir Hasan,REPLACE COCONUT MEDIUM,BEVERAGES,COLD BAR SECTION,Toters,681.0,67769.69,30590.56,37179.13,2,54.59,54.86,115.0,154.84,5.92,0.35,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.17
Stories - Bir Hasan,HOT DOUBLE SHOT MEDIUM,BEVERAGES,HOT BAR SECTION,Toters,185.0,50738.25,13754.08,36984.17,2,199.91,72.89,115.0,154.84,1.61,1.29,star,"Keep quality high, feature prominently, and bundle for upsell.",0.17
Stories - Bir Hasan,CHOCOLATE SALTED CAKE,FOOD,FRENCH PASTRY,Toters,206.0,66242.91,29499.2,36743.71,2,178.37,55.47,115.0,154.84,1.79,1.15,star,"Keep quality high, feature prominently, and bundle for upsell.",0.17
Stories - Bir Hasan,VEGETARIAN GRAPE LEAVES,FOOD,PLAT DE JOUR,Toters,93.0,58648.65,21967.22,36681.43,2,394.42,62.54,115.0,154.84,0.81,2.55,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.16
Stories - Bir Hasan,REPLACE COCONUT SMALL,BEVERAGES,COLD BAR SECTION,Toters,584.0,55127.46,18738.08,36389.38,2,62.31,66.01,115.0,154.84,5.08,0.4,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.16
Stories - Bir Hasan,ADD VANILLA SF SMALL,BEVERAGES,COLD BAR SECTION,Toters,1362.0,45294.36,8939.26,36355.1,2,26.69,80.26,115.0,154.84,11.84,0.17,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.16
Stories - Bir Hasan,ADD CARAMEL MEDIUM,BEVERAGES,COLD BAR SECTION,Toters,1438.0,47414.51,11235.8,36178.71,2,25.16,76.3,115.0,154.84,12.5,0.16,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.16
Stories - Bir Hasan,TIRAMISU CUP,FOOD,CREAM,TAKE AWAY,171.0,64189.19,28058.25,36130.94,1,211.29,56.29,115.0,154.84,1.49,1.36,star,"Keep quality high, feature prominently, and bundle for upsell.",0.16
Stories - Bir Hasan,MACARONS,FOOD,FRENCH PASTRY,Toters,294.0,79169.38,43109.47,36059.91,2,122.65,45.55,115.0,154.84,2.56,0.79,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.16
Stories - Bir Hasan,ADD VANILLA MEDIUM,BEVERAGES,COLD BAR SECTION,Toters,1382.0,45809.02,10798.25,35010.77,2,25.33,76.43,115.0,154.84,12.02,0.16,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.16
Stories - Bir Hasan,ICED PEACH TEA MEDIUM,BEVERAGES,COLD BAR SECTION,Toters,177.0,43202.4,8419.0,34783.4,2,196.52,80.51,115.0,154.84,1.54,1.27,star,"Keep quality high, feature prominently, and bundle for upsell.",0.16
Stories - Bir Hasan,ICED SALTED CARAMEL LATTE SMALL,BEVERAGES,COLD BAR SECTION,Toters,173.0,40807.87,6860.39,33947.48,2,196.23,83.19,115.0,154.84,1.5,1.27,star,"Keep quality high, feature prominently, and bundle for upsell.",0.15
Stories - Bir Hasan,BLUEBERRY MUFFIN,FOOD,COFFEE PASTRY,Toters,209.0,43128.59,9235.61,33892.98,2,162.17,78.59,115.0,154.84,1.82,1.05,star,"Keep quality high, feature prominently, and bundle for upsell.",0.15
Stories - Bir Hasan,SAN BENEDETTO CLEMENTINE 330ML/24,BEVERAGES,GRAB&GO BEVERAGES,Toters,270.0,45398.05,11619.18,33778.87,2,125.11,74.41,115.0,154.84,2.35,0.81,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.15
Stories - Bir Hasan,THYME CROISSANT,FOOD,CROISSANT,Toters,286.0,55614.42,22184.07,33430.35,2,116.89,60.11,115.0,154.84,2.49,0.75,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.15
Stories - Bir Hasan,COFFEE FRAPPE SMALL,BEVERAGES,COLD BAR SECTION,Toters,225.0,43743.06,10756.81,32986.25,2,146.61,75.41,115.0,154.84,1.96,0.95,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.15
Stories - Bir Hasan,SALTED CARAMEL FRAPPE MEDIUM,BEVERAGES,COLD BAR SECTION,Toters,170.0,49231.14,16359.33,32871.81,2,193.36,66.77,115.0,154.84,1.48,1.25,star,"Keep quality high, feature prominently, and bundle for upsell.",0.15
Stories - Bir Hasan,ADD SMOKED TURKEY,FOOD,SUBS,Toters,533.0,54034.53,21167.87,32866.66,2,61.66,60.83,115.0,154.84,4.63,0.4,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.15
Stories - Bir Hasan,STRAWBERRY CREAM FRAPP LARGE,BEVERAGES,COLD BAR SECTION,Toters,144.0,43479.88,10616.3,32863.58,2,228.22,75.58,115.0,154.84,1.25,1.47,star,"Keep quality high, feature prominently, and bundle for upsell.",0.15
Stories - Bir Hasan,BROWN LABNEH SUB,FOOD,SANDWICHES,Toters,164.0,48182.71,15654.6,32528.11,2,198.34,67.51,115.0,154.84,1.43,1.28,star,"Keep quality high, feature prominently, and bundle for upsell.",0.15
Stories - Bir Hasan,ADD CARAMEL SF SMALL,BEVERAGES,COLD BAR SECTION,Toters,1184.0,39863.37,7770.99,32092.38,2,27.11,80.51,115.0,154.84,10.3,0.18,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.14
Stories - Bir Hasan,CHOCOLATE SABLE,FOOD,COFFEE PASTRY,Toters,262.0,62853.81,31265.33,31588.48,2,120.57,50.26,115.0,154.84,2.28,0.78,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.14
Stories - Bir Hasan,ORIGINAL YOGHURT SMALL,FOOD,FROZEN YOGHURT,Toters,125.0,40939.37,9576.01,31363.36,1,250.91,76.61,115.0,154.84,1.09,1.62,star,"Keep quality high, feature prominently, and bundle for upsell.",0.14
Stories - Bir Hasan,LABNEH SUB,FOOD,SANDWICHES,Toters,476.0,67393.87,36802.51,30591.36,2,64.27,45.39,115.0,154.84,4.14,0.42,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.14
Stories - Bir Hasan,BLUEBERRY CHEESE CAKE,FOOD,COFFEE PASTRY,Toters,257.0,93734.83,63330.79,30404.04,2,118.3,32.44,115.0,154.84,2.23,0.76,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.14
Stories - Bir Hasan,ADD WHITE MOCHA MEDIUM,BEVERAGES,COLD BAR SECTION,Toters,1155.0,37790.81,7442.82,30347.99,2,26.28,80.31,115.0,154.84,10.04,0.17,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.14
Stories - Bir Hasan,RIM SPARKLING WATER-250 ML,BEVERAGES,GRAB&GO BEVERAGES,Toters,677.0,44543.64,14253.64,30290.0,2,44.74,68.0,115.0,154.84,5.89,0.29,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.14
Stories - Bir Hasan,MATCHA CREAM FRAPP LARGE,BEVERAGES,COLD BAR SECTION,Toters,130.0,40027.59,9815.55,30212.04,2,232.4,75.48,115.0,154.84,1.13,1.5,star,"Keep quality high, feature prominently, and bundle for upsell.",0.14
Stories - Bir Hasan,ORIGINAL YOGHURT MEDIUM,FOOD,MEDIUM,TAKE AWAY,116.5,41592.22,11753.82,29838.4,1,256.12,71.74,115.0,154.84,1.01,1.65,star,"Keep quality high, feature prominently, and bundle for upsell.",0.13
Stories - Bir Hasan,REPLACE ALMOND SMALL,BEVERAGES,COLD BAR SECTION,Toters,453.0,43617.63,14077.6,29540.03,2,65.21,67.72,115.0,154.84,3.94,0.42,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.13
Stories - Bir Hasan,ECLAIR CHOCOLAT,FOOD,FRENCH PASTRY,Toters,236.0,59727.3,30978.93,28748.37,2,121.82,48.13,115.0,154.84,2.05,0.79,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.13
Stories - Bir Hasan,VANILLA CREAM FRAPP MEDIUM,BEVERAGES,COLD BAR SECTION,Toters,140.0,36749.19,8191.49,28557.7,2,203.98,77.71,115.0,154.84,1.22,1.32,star,"Keep quality high, feature prominently, and bundle for upsell.",0.13
Stories - Bir Hasan,LOTUS SPREAD YOGHURT COMBO MEDIUM,FOOD,MEDIUM,TAKE AWAY,82.5,33944.44,5736.83,28207.61,1,341.91,83.1,115.0,154.84,0.72,2.21,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.13
Stories - Bir Hasan,ADD CARAMEL DRIZZLE,BEVERAGES,COLD BAR SECTION,Toters,939.0,31348.02,3151.52,28196.5,2,30.03,89.95,115.0,154.84,8.17,0.19,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.13
Stories - Bir Hasan,ICED AMERICANO LARGE,BEVERAGES,COLD BAR SECTION,Toters,123.0,33878.6,6047.18,27831.42,2,226.27,82.15,115.0,154.84,1.07,1.46,star,"Keep quality high, feature prominently, and bundle for upsell.",0.13
Stories - Bir Hasan,GREEK SALAD (GRAB&GO),FOOD,GRAB&GO FOOD,Toters,76.0,34628.78,7114.1,27514.68,2,362.04,79.46,115.0,154.84,0.66,2.34,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.12
Stories - Bir Hasan,CARAMEL MACCHIATO LARGE,BEVERAGES,HOT BAR SECTION,Toters,115.0,36413.12,9367.75,27045.37,2,235.18,74.27,115.0,154.84,1.0,1.52,star,"Keep quality high, feature prominently, and bundle for upsell.",0.12
Stories - Bir Hasan,ADD TUNA,FOOD,SUBS,Toters,306.5,41658.5,14646.21,27012.29,2,88.13,64.84,115.0,154.84,2.67,0.57,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.12
Stories - Bir Hasan,CHOCOLATE QUELLA,FOOD,MEDIUM,TAKE AWAY,376.5,39418.08,12436.63,26981.45,1,71.66,68.45,115.0,154.84,3.27,0.46,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.12
Stories - Bir Hasan,SALTED CARAMEL LATTE SMALL,BEVERAGES,HOT BAR SECTION,Toters,144.0,34067.75,7467.81,26599.94,2,184.72,78.08,115.0,154.84,1.25,1.19,star,"Keep quality high, feature prominently, and bundle for upsell.",0.12
Stories - Bir Hasan,RED VELVET CAKE,FOOD,COFFEE PASTRY,Toters,169.0,51721.02,25209.17,26511.85,2,156.87,51.26,115.0,154.84,1.47,1.01,star,"Keep quality high, feature prominently, and bundle for upsell.",0.12
Stories - Bir Hasan,ADD CARAMEL SF MEDIUM,BEVERAGES,COLD BAR SECTION,Toters,1113.0,37294.2,10957.48,26336.72,2,23.66,70.62,115.0,154.84,9.68,0.15,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.12
Stories - Bir Hasan,PISTACHIO CRUNCH,FOOD,MEDIUM,TAKE AWAY,906.0,94723.51,68459.48,26264.03,1,28.99,27.73,115.0,154.84,7.88,0.19,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.12
Stories - Bir Hasan,POMEGRANATE YOGHURT COMBO MEDIUM,FOOD,MEDIUM,TAKE AWAY,83.5,33405.0,7473.46,25931.54,1,310.56,77.63,115.0,154.84,0.73,2.01,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.12
Stories - Bir Hasan,VANILLA CREAM FRAPP SMALL,BEVERAGES,COLD BAR SECTION,Toters,147.0,32336.64,6421.73,25914.91,2,176.29,80.14,115.0,154.84,1.28,1.14,star,"Keep quality high, feature prominently, and bundle for upsell.",0.12
Stories - Bir Hasan,ESPRESSO FRAPP LARGE,BEVERAGES,COLD BAR SECTION,Toters,130.0,34910.98,9012.73,25898.25,2,199.22,74.18,115.0,154.84,1.13,1.29,star,"Keep quality high, feature prominently, and bundle for upsell.",0.12
Stories - Bir Hasan,VANILLA FRAPP MEDIUM,BEVERAGES,COLD BAR SECTION,Toters,129.0,34279.64,8511.54,25768.1,2,199.75,75.17,115.0,154.84,1.12,1.29,star,"Keep quality high, feature prominently, and bundle for upsell.",0.12
Stories - Bir Hasan,BLUEBERRIES,FOOD,FROZEN YOGHURT,Toters,602.0,43408.82,17959.66,25449.16,2,42.27,58.63,115.0,154.84,5.23,0.27,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.11
Stories - Bir Hasan,SAN BENEDETTO LEMON 330ML/24,BEVERAGES,GRAB&GO BEVERAGES,Toters,199.0,33522.67,8563.76,24958.91,2,125.42,74.45,115.0,154.84,1.73,0.81,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.11
Stories - Bir Hasan,LOTUS SPREAD YOGHURT COMBO MEDIUM,FOOD,FROZEN YOGHURT,Toters,70.5,29747.74,4902.38,24845.36,1,352.42,83.52,115.0,154.84,0.61,2.28,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.11
Stories - Bir Hasan,MATCHA CREAM FRAPP SMALL,BEVERAGES,COLD BAR SECTION,Toters,160.0,33093.81,8298.46,24795.35,2,154.97,74.92,115.0,154.84,1.39,1.0,star,"Keep quality high, feature prominently, and bundle for upsell.",0.11
Stories - Bir Hasan,LOTUS ROLL,FOOD,CINNAMON ROLLS,Toters,80.0,29498.19,4884.07,24614.12,2,307.68,83.44,115.0,154.84,0.7,1.99,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.11
Stories - Bir Hasan,ADD WHIPPED CREAM,BEVERAGES,COLD BAR SECTION,Toters,945.0,32782.52,8373.17,24409.35,2,25.83,74.46,115.0,154.84,8.22,0.17,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.11
Stories - Bir Hasan,LOTUS CHEESE CAKE,FOOD,COFFEE PASTRY,Toters,193.0,70940.54,46536.97,24403.57,2,126.44,34.4,115.0,154.84,1.68,0.82,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.11
Stories - Bir Hasan,SALTED CARAMEL FRAPPE LARGE,BEVERAGES,COLD BAR SECTION,Toters,108.0,36028.53,11633.01,24395.52,2,225.88,67.71,115.0,154.84,0.94,1.46,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.11
Stories - Bir Hasan,CHOCOLATE YOGHURT COMBO X-LARGE,FOOD,MEDIUM,TAKE AWAY,55.5,31130.36,6776.79,24353.57,1,438.8,78.23,115.0,154.84,0.48,2.83,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.11
Stories - Bir Hasan,MANGO YOGHURT SMALL,FOOD,FROZEN YOGHURT,Toters,91.5,30121.29,5951.78,24169.51,1,264.15,80.24,115.0,154.84,0.8,1.71,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.11
Stories - Bir Hasan,STRAWBERRY,FOOD,MEDIUM,TAKE AWAY,414.0,30021.44,6008.24,24013.2,1,58.0,79.99,115.0,154.84,3.6,0.37,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.11
Stories - Bir Hasan,FREEZE DROPS STRAWBERRY,FOOD,GRAB&GO FOOD,Toters,357.0,72135.07,48566.28,23568.79,2,66.02,32.67,115.0,154.84,3.1,0.43,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.11
Stories - Bir Hasan,REPLACE SUGAR FREE OAT MEDIUM,BEVERAGES,COLD BAR SECTION,Toters,234.0,31192.08,7853.63,23338.45,2,99.74,74.82,115.0,154.84,2.03,0.64,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.1
Stories - Bir Hasan,ORANGE CAKE,FOOD,COFFEE PASTRY,Toters,94.0,28590.0,5727.86,22862.14,2,243.21,79.97,115.0,154.84,0.82,1.57,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.1
Stories - Bir Hasan,ADD HALLOUM CHEESE,FOOD,SUBS,Toters,627.0,58166.67,35315.36,22851.31,2,36.45,39.29,115.0,154.84,5.45,0.24,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.1
Stories - Bir Hasan,SIGNATURE HOT CHOCOLATE LARGE,BEVERAGES,HOT BAR SECTION,Toters,106.0,33558.38,10758.34,22800.04,2,215.09,67.94,115.0,154.84,0.92,1.39,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.1
Stories - Bir Hasan,CLASSIC HOT CHOC MEDIUM,BEVERAGES,HOT BAR SECTION,Toters,107.0,28729.94,6938.83,21791.11,2,203.66,75.85,115.0,154.84,0.93,1.32,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.1
Stories - Bir Hasan,REPLACE SUGAR FREE ALMOND MEDIUM,BEVERAGES,COLD BAR SECTION,Toters,218.0,29540.91,8064.55,21476.36,2,98.52,72.7,115.0,154.84,1.9,0.64,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.1
Stories - Bir Hasan,MEDIUM CHIPS,FOOD,CREAM,TAKE AWAY,388.0,25077.84,4259.72,20818.12,1,53.65,83.01,115.0,154.84,3.37,0.35,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.09
Stories - Bir Hasan,CHOCOLATE CHIPS,FOOD,MEDIUM,TAKE AWAY,332.0,23639.46,2961.5,20677.96,1,62.28,87.47,115.0,154.84,2.89,0.4,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.09
Stories - Bir Hasan,ICED PEACH TEA SMALL,BEVERAGES,COLD BAR SECTION,Toters,314.0,31801.23,11123.28,20677.95,2,65.85,65.02,115.0,154.84,2.73,0.43,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.09
